,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
5117,TXN_2643748,salad,3.0,5.0,15.0,cash,unknown,2023-11-28
5118,TXN_4858908,cake,2.0,3.0,6.0,cash,in-store,2023-02-11
5119,TXN_8972137,unknown,4.0,3.0,12.0,credit card,in-store,2023-05-15
5120,TXN_2828785,smoothie,1.0,4.0,4.0,unknown,in-store,2023-01-24
5121,TXN_3489721,coffee,3.0,2.0,6.0,cash,unknown,2023-09-27
5123,TXN_5223702,smoothie,4.0,4.0,16.0,credit card,unknown,2023-06-23
5124,TXN_2788676,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-11-05
5125,TXN_1643447,unknown,1.0,3.0,3.0,unknown,unknown,2023-09-03
5126,TXN_5172164,tea,3.0,1.5,4.5,digital wallet,in-store,2023-09-13
5127,TXN_2818867,salad,3.0,5.0,15.0,cash,unknown,2023-01-11
5128,TXN_1303984,salad,4.0,5.0,20.0,digital wallet,unknown,2023-07-24
5129,TXN_3373078,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-12-01
5130,TXN_3982146,coffee,3.0,2.0,6.0,unknown,in-store,2023-07-09
5131,TXN_1185156,smoothie,4.0,4.0,16.0,unknown,takeaway,2023-03-23
5132,TXN_6720290,smoothie,1.0,4.0,4.0,unknown,in-store,2023-01-25
5133,TXN_9365447,unknown,2.0,1.5,3.0,cash,unknown,2023-12-10
5134,TXN_7701878,smoothie,4.0,4.0,16.0,credit card,in-store,2023-08-11
5135,TXN_7677817,unknown,1.0,2.0,2.0,credit card,unknown,2023-01-17
5136,TXN_9983530,smoothie,3.0,4.0,12.0,unknown,unknown,2023-01-04
5137,TXN_4755934,tea,2.0,1.5,3.0,cash,unknown,2023-12-29
5138,TXN_2931198,cake,2.0,3.0,6.0,credit card,in-store,2023-04-21
5139,TXN_7426387,smoothie,5.0,4.0,20.0,cash,unknown,2023-10-30
5140,TXN_3182547,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-07-28
5141,TXN_6980463,salad,1.0,5.0,5.0,digital wallet,in-store,2023-09-03
5142,TXN_6708165,juice,5.0,3.0,15.0,unknown,in-store,2023-10-19
5143,TXN_4310629,cake,3.0,3.0,9.0,credit card,takeaway,2023-10-02
5144,TXN_4650611,coffee,1.0,2.0,2.0,credit card,unknown,2023-10-14
5145,TXN_7952232,tea,4.0,1.5,6.0,cash,unknown,2023-03-31
5146,TXN_1593691,sandwich,2.0,4.0,8.0,unknown,unknown,2023-03-11
5148,TXN_3781198,cake,3.0,3.0,9.0,digital wallet,in-store,2023-11-04
5149,TXN_3585464,cookie,3.0,1.0,3.0,unknown,takeaway,2023-09-12
5150,TXN_8286164,smoothie,1.0,4.0,4.0,unknown,in-store,2023-03-08
5151,TXN_8851113,tea,3.0,1.5,4.5,digital wallet,unknown,2023-12-23
5152,TXN_9131136,juice,2.0,3.0,6.0,credit card,unknown,2023-03-20
5154,TXN_1449065,salad,2.0,5.0,10.0,cash,unknown,2023-10-03
5155,TXN_1230311,juice,3.0,3.0,9.0,digital wallet,unknown,2023-08-14
5156,TXN_2325484,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-08-16
5157,TXN_2647425,juice,4.0,3.0,12.0,credit card,unknown,2023-07-30
5158,TXN_5525916,coffee,2.0,2.0,4.0,cash,takeaway,2023-03-02
5159,TXN_4297979,coffee,1.0,2.0,2.0,digital wallet,in-store,2023-08-14
5160,TXN_1686323,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-11-30
5161,TXN_5373154,cake,3.0,3.0,9.0,digital wallet,unknown,2023-04-06
5162,TXN_6225571,smoothie,2.0,4.0,8.0,credit card,takeaway,2023-09-13
5163,TXN_9772556,coffee,5.0,2.0,10.0,unknown,unknown,2023-10-20
5164,TXN_3033598,sandwich,5.0,4.0,20.0,cash,takeaway,2023-03-12
5165,TXN_4382956,unknown,4.0,1.5,6.0,credit card,unknown,2023-11-16
5166,TXN_8117583,salad,1.0,5.0,5.0,cash,in-store,2023-02-25
5167,TXN_1101527,smoothie,5.0,4.0,20.0,digital wallet,unknown,2023-04-20
5168,TXN_2118759,coffee,2.0,2.0,4.0,digital wallet,unknown,2023-08-07
5169,TXN_7603948,cake,3.0,3.0,9.0,credit card,unknown,2023-01-28
5170,TXN_5519424,tea,2.0,1.5,3.0,digital wallet,unknown,2023-09-23
5171,TXN_3483911,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-07-10
5172,TXN_5447967,smoothie,2.0,4.0,8.0,credit card,unknown,2023-06-06
5173,TXN_2893987,cake,4.0,3.0,12.0,unknown,takeaway,2023-05-31
5174,TXN_5120215,coffee,2.0,2.0,4.0,digital wallet,unknown,2023-10-29
5175,TXN_4417257,salad,5.0,5.0,25.0,digital wallet,takeaway,2023-05-06
5176,TXN_2871592,cookie,4.0,1.0,4.0,cash,in-store,2023-08-07
5177,TXN_8283199,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-01-23
5178,TXN_1571874,cake,1.0,3.0,3.0,digital wallet,unknown,2023-07-10
5180,TXN_6534833,salad,4.0,5.0,20.0,digital wallet,in-store,2023-12-14
5181,TXN_6027500,smoothie,4.0,4.0,16.0,unknown,unknown,2023-09-22
5182,TXN_7029944,cookie,2.0,1.0,2.0,cash,takeaway,2023-04-17
5183,TXN_3075169,sandwich,2.0,4.0,8.0,credit card,in-store,2023-06-25
5184,TXN_9791421,sandwich,1.0,4.0,4.0,cash,takeaway,2023-07-15
5185,TXN_6359031,coffee,1.0,2.0,2.0,unknown,unknown,2023-02-28
5186,TXN_8236432,salad,1.0,5.0,5.0,unknown,unknown,2023-12-04
5187,TXN_7359566,coffee,1.0,2.0,2.0,cash,in-store,2023-04-06
5188,TXN_4813580,sandwich,3.0,4.0,12.0,digital wallet,takeaway,2023-04-15
5189,TXN_9940829,smoothie,3.0,4.0,12.0,unknown,in-store,2023-04-04
5190,TXN_4583957,cookie,2.0,1.0,2.0,credit card,takeaway,2023-10-08
5191,TXN_8187222,coffee,4.0,2.0,8.0,credit card,unknown,2023-03-08
5192,TXN_1298084,unknown,2.0,1.5,3.0,credit card,takeaway,2023-01-02
5193,TXN_4403699,unknown,1.0,1.0,1.0,credit card,unknown,2023-08-19
5195,TXN_9005782,tea,4.0,1.5,6.0,unknown,in-store,2023-06-18
5196,TXN_5083311,sandwich,4.0,4.0,16.0,digital wallet,unknown,2023-04-30
5198,TXN_8847610,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-12-06
5199,TXN_9817102,coffee,3.0,2.0,6.0,credit card,in-store,2023-02-22
5200,TXN_5566774,tea,3.0,1.5,4.5,unknown,in-store,2023-03-29
5201,TXN_5555790,tea,5.0,1.5,7.5,credit card,in-store,2023-02-19
5202,TXN_3575713,unknown,1.0,1.5,1.5,cash,takeaway,2023-02-18
5203,TXN_5811955,salad,2.0,5.0,10.0,credit card,takeaway,2023-06-29
5205,TXN_5406762,salad,4.0,5.0,20.0,credit card,unknown,2023-09-12
5206,TXN_3039985,cookie,5.0,1.0,5.0,digital wallet,in-store,2023-04-08
5207,TXN_1424056,smoothie,1.0,4.0,4.0,cash,unknown,2023-07-31
5208,TXN_1193221,tea,3.0,1.5,4.5,credit card,in-store,2023-10-21
5209,TXN_8610501,sandwich,5.0,4.0,20.0,cash,unknown,2023-09-29
5210,TXN_9587445,coffee,4.0,2.0,8.0,unknown,in-store,2023-08-24
5211,TXN_3694901,cookie,2.0,1.0,2.0,unknown,in-store,2023-08-16
5212,TXN_5749454,juice,4.0,3.0,12.0,digital wallet,takeaway,2023-12-04
5213,TXN_8356048,unknown,5.0,4.0,20.0,cash,takeaway,2023-06-05
5214,TXN_3480278,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-12-26
5215,TXN_9252414,tea,1.0,1.5,1.5,unknown,in-store,2023-11-13
5216,TXN_3010103,unknown,5.0,4.0,20.0,unknown,unknown,2023-02-14
5217,TXN_6699408,cookie,5.0,1.0,5.0,cash,takeaway,2023-12-22
5218,TXN_6400351,juice,2.0,3.0,6.0,digital wallet,takeaway,2023-08-11
5219,TXN_1559512,juice,5.0,3.0,15.0,credit card,unknown,2023-11-28
5220,TXN_6091543,coffee,3.0,2.0,6.0,unknown,in-store,2023-07-04
5221,TXN_2842641,cake,1.0,3.0,3.0,unknown,in-store,2023-06-11
5222,TXN_8875043,salad,4.0,5.0,20.0,digital wallet,unknown,2023-02-21
5223,TXN_8212783,salad,3.0,5.0,15.0,credit card,in-store,2023-03-30
5225,TXN_7343062,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-08-11
5226,TXN_2535099,sandwich,5.0,4.0,20.0,credit card,in-store,2023-02-10
5227,TXN_2951148,sandwich,4.0,4.0,16.0,cash,in-store,2023-02-21
5228,TXN_1294101,tea,5.0,1.5,7.5,digital wallet,takeaway,2023-03-31
5229,TXN_5579227,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-06-22
5230,TXN_8534360,juice,5.0,3.0,15.0,unknown,unknown,2023-02-15
5231,TXN_4336247,coffee,5.0,2.0,10.0,digital wallet,takeaway,2023-03-03
5232,TXN_7101384,coffee,1.0,2.0,2.0,unknown,unknown,2023-04-23
5233,TXN_1356599,cookie,2.0,1.0,2.0,cash,takeaway,2023-12-14
5234,TXN_4568452,cookie,3.0,1.0,3.0,digital wallet,in-store,2023-01-14
5235,TXN_5036856,coffee,5.0,2.0,10.0,cash,in-store,2023-03-27
5237,TXN_5167925,juice,1.0,3.0,3.0,unknown,unknown,2023-09-11
5238,TXN_1345440,salad,5.0,5.0,25.0,cash,unknown,2023-06-20
5239,TXN_8043218,salad,2.0,5.0,10.0,cash,in-store,2023-10-23
5240,TXN_4026277,tea,3.0,1.5,4.5,digital wallet,in-store,2023-08-27
5241,TXN_4991731,tea,1.0,1.5,1.5,digital wallet,takeaway,2023-11-07
5242,TXN_6196052,smoothie,5.0,4.0,20.0,cash,takeaway,2023-04-07
5243,TXN_9563024,cookie,3.0,1.0,3.0,digital wallet,in-store,2023-09-27
5244,TXN_8326905,coffee,5.0,2.0,10.0,unknown,takeaway,2023-03-10
5245,TXN_3474333,unknown,3.0,3.0,9.0,credit card,takeaway,2023-01-13
5246,TXN_9918597,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-10-17
5247,TXN_3460926,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-03-25
5248,TXN_2671272,smoothie,1.0,4.0,4.0,digital wallet,unknown,2023-02-13
5249,TXN_8437157,smoothie,4.0,4.0,16.0,credit card,unknown,2023-02-09
5250,TXN_3401287,unknown,3.0,4.0,12.0,cash,unknown,2023-02-12
5251,TXN_7309365,cake,2.0,3.0,6.0,cash,unknown,2023-08-31
5252,TXN_2175096,unknown,1.0,1.5,1.5,unknown,in-store,2023-02-25
5253,TXN_8872997,sandwich,4.0,4.0,16.0,credit card,in-store,2023-01-31
5254,TXN_8425085,juice,1.0,3.0,3.0,credit card,unknown,2023-12-23
5255,TXN_3237919,sandwich,1.0,4.0,4.0,unknown,unknown,2023-02-04
5256,TXN_4713643,coffee,5.0,2.0,10.0,unknown,unknown,2023-08-10
5257,TXN_4806003,cookie,5.0,1.0,5.0,credit card,unknown,2023-08-06
5258,TXN_9089797,coffee,1.0,2.0,2.0,credit card,takeaway,2023-09-19
5259,TXN_5449092,juice,4.0,3.0,12.0,unknown,unknown,2023-06-11
5260,TXN_6097144,juice,5.0,3.0,15.0,unknown,takeaway,2023-01-27
5261,TXN_6483589,juice,3.0,3.0,9.0,digital wallet,unknown,2023-10-13
5262,TXN_8516055,unknown,5.0,4.0,20.0,credit card,takeaway,2023-04-17
5263,TXN_5430694,salad,5.0,5.0,25.0,unknown,unknown,2023-08-24
5265,TXN_2078232,tea,1.0,1.5,1.5,unknown,unknown,2023-06-11
5266,TXN_7551689,cookie,5.0,1.0,5.0,cash,unknown,2023-09-16
5267,TXN_8408103,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-06-01
5268,TXN_5862795,salad,2.0,5.0,10.0,digital wallet,unknown,2023-02-25
5269,TXN_9348801,cake,1.0,3.0,3.0,unknown,unknown,2023-11-29
5270,TXN_8688565,smoothie,5.0,4.0,20.0,digital wallet,unknown,2023-05-23
5271,TXN_3067195,salad,3.0,5.0,15.0,cash,unknown,2023-12-03
5272,TXN_2710603,smoothie,5.0,4.0,20.0,unknown,takeaway,2023-02-02
5273,TXN_8978004,coffee,2.0,2.0,4.0,digital wallet,in-store,2023-04-01
5274,TXN_9679889,sandwich,3.0,4.0,12.0,credit card,in-store,2023-06-18
5275,TXN_9818163,tea,2.0,1.5,3.0,digital wallet,unknown,2023-10-23
5276,TXN_7010020,cake,5.0,3.0,15.0,unknown,in-store,2023-08-07
5277,TXN_1712662,juice,2.0,3.0,6.0,cash,unknown,2023-05-31
5278,TXN_4077799,cake,4.0,3.0,12.0,digital wallet,takeaway,2023-08-12
5279,TXN_8225571,tea,4.0,1.5,6.0,digital wallet,unknown,2023-01-17
5280,TXN_3103520,cake,3.0,3.0,9.0,unknown,unknown,2023-09-04
5281,TXN_2084080,cookie,4.0,1.0,4.0,digital wallet,takeaway,2023-09-22
5283,TXN_8046057,coffee,1.0,2.0,2.0,credit card,in-store,2023-11-24
5284,TXN_5832968,salad,5.0,5.0,25.0,unknown,takeaway,2023-06-05
5286,TXN_3752448,cake,5.0,3.0,15.0,digital wallet,takeaway,2023-05-16
5287,TXN_3842881,salad,5.0,5.0,25.0,unknown,unknown,2023-01-25
5288,TXN_4060160,coffee,4.0,2.0,8.0,unknown,in-store,2023-07-05
5289,TXN_3847405,sandwich,1.0,4.0,4.0,digital wallet,takeaway,2023-06-15
5290,TXN_5103644,cake,4.0,3.0,12.0,credit card,takeaway,2023-04-17
5291,TXN_6846020,juice,5.0,3.0,15.0,unknown,takeaway,2023-05-03
5293,TXN_4758849,cake,2.0,3.0,6.0,unknown,unknown,2023-06-23
5294,TXN_1034651,sandwich,3.0,4.0,12.0,unknown,takeaway,2023-07-06
5295,TXN_4128921,salad,4.0,5.0,20.0,unknown,takeaway,2023-09-11
5296,TXN_8925566,tea,2.0,1.5,3.0,digital wallet,in-store,2023-08-07
5297,TXN_1679800,smoothie,4.0,4.0,16.0,cash,in-store,2023-10-17
5298,TXN_3785678,tea,1.0,1.5,1.5,credit card,takeaway,2023-03-13
5299,TXN_1056256,cake,4.0,3.0,12.0,unknown,in-store,2023-12-04
5300,TXN_8712303,unknown,2.0,3.0,6.0,credit card,takeaway,2023-08-14
5301,TXN_2289122,smoothie,4.0,4.0,16.0,cash,in-store,2023-08-20
5302,TXN_2988434,juice,1.0,3.0,3.0,digital wallet,in-store,2023-12-09
5303,TXN_1197536,salad,3.0,5.0,15.0,unknown,takeaway,2023-10-02
5304,TXN_7327362,coffee,5.0,2.0,10.0,credit card,in-store,2023-06-29
5305,TXN_5628251,cake,4.0,3.0,12.0,credit card,unknown,2023-11-14
5306,TXN_2687748,juice,3.0,3.0,9.0,unknown,takeaway,2023-02-26
5307,TXN_8309656,sandwich,3.0,4.0,12.0,unknown,takeaway,2023-01-04
5308,TXN_7597276,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-05-01
5309,TXN_4360906,sandwich,2.0,4.0,8.0,unknown,in-store,2023-06-11
5310,TXN_6000890,coffee,3.0,2.0,6.0,digital wallet,in-store,2023-01-06
5311,TXN_8917565,coffee,1.0,2.0,2.0,cash,unknown,2023-11-19
5312,TXN_6264113,coffee,4.0,2.0,8.0,unknown,unknown,2023-12-02
5313,TXN_3603434,coffee,5.0,2.0,10.0,unknown,in-store,2023-01-05
5314,TXN_7976129,cake,3.0,3.0,9.0,unknown,in-store,2023-03-03
5315,TXN_7420434,coffee,4.0,2.0,8.0,credit card,takeaway,2023-07-16
5316,TXN_5818852,juice,2.0,3.0,6.0,unknown,unknown,2023-03-04
5317,TXN_9976598,juice,4.0,3.0,12.0,unknown,takeaway,2023-01-10
5318,TXN_1556046,sandwich,4.0,4.0,16.0,credit card,takeaway,2023-04-09
5319,TXN_7129511,coffee,5.0,2.0,10.0,cash,takeaway,2023-10-29
5320,TXN_6324434,coffee,4.0,2.0,8.0,cash,takeaway,2023-12-04
5321,TXN_2380352,tea,3.0,1.5,4.5,digital wallet,unknown,2023-11-03
5322,TXN_6455325,juice,4.0,3.0,12.0,credit card,in-store,2023-01-05
5323,TXN_6682253,tea,5.0,1.5,7.5,cash,in-store,2023-02-17
5324,TXN_8220657,unknown,2.0,1.5,3.0,cash,unknown,2023-08-13
5325,TXN_7819240,smoothie,5.0,4.0,20.0,cash,in-store,2023-03-06
5326,TXN_4451380,cookie,3.0,1.0,3.0,digital wallet,in-store,2023-07-10
5327,TXN_2482298,salad,2.0,5.0,10.0,unknown,takeaway,2023-06-15
5328,TXN_2606750,tea,3.0,1.5,4.5,cash,unknown,2023-06-20
5329,TXN_4493874,cookie,5.0,1.0,5.0,unknown,in-store,2023-11-19
5330,TXN_2705302,salad,2.0,5.0,10.0,credit card,unknown,2023-01-18
5331,TXN_3706167,sandwich,5.0,4.0,20.0,digital wallet,takeaway,2023-10-02
5332,TXN_7414587,tea,3.0,1.5,4.5,cash,takeaway,2023-03-22
5333,TXN_3360649,cookie,2.0,1.0,2.0,unknown,takeaway,2023-09-10
5334,TXN_6132245,salad,2.0,5.0,10.0,digital wallet,unknown,2023-06-01
5335,TXN_2633322,salad,4.0,5.0,20.0,digital wallet,unknown,2023-01-15
5336,TXN_9910333,cake,2.0,3.0,6.0,unknown,in-store,2023-09-15
5337,TXN_7321479,cake,1.0,3.0,3.0,unknown,unknown,2023-10-31
5338,TXN_4315166,sandwich,2.0,4.0,8.0,digital wallet,takeaway,2023-06-10
5339,TXN_7843112,cookie,4.0,1.0,4.0,unknown,unknown,2023-01-25
5340,TXN_2879791,sandwich,1.0,4.0,4.0,unknown,unknown,2023-07-10
5341,TXN_2503128,cake,1.0,3.0,3.0,cash,in-store,2023-01-12
5342,TXN_3091574,cookie,5.0,1.0,5.0,unknown,in-store,2023-07-29
5343,TXN_2371763,sandwich,4.0,4.0,16.0,cash,unknown,2023-05-17
5344,TXN_5726114,smoothie,3.0,4.0,12.0,digital wallet,takeaway,2023-07-14
5345,TXN_1079844,salad,2.0,5.0,10.0,digital wallet,unknown,2023-10-27
5347,TXN_1633337,salad,5.0,5.0,25.0,credit card,unknown,2023-06-29
5348,TXN_5222176,cookie,4.0,1.0,4.0,unknown,in-store,2023-01-11
5349,TXN_7480940,coffee,2.0,2.0,4.0,cash,in-store,2023-01-25
5350,TXN_2437508,salad,2.0,5.0,10.0,unknown,takeaway,2023-11-20
5352,TXN_5036614,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-10-10
5353,TXN_9731164,salad,1.0,5.0,5.0,cash,unknown,2023-12-07
5354,TXN_1417291,juice,4.0,3.0,12.0,digital wallet,in-store,2023-05-11
5355,TXN_9792093,sandwich,1.0,4.0,4.0,unknown,in-store,2023-09-28
5356,TXN_9989239,tea,5.0,1.5,7.5,unknown,in-store,2023-04-28
5357,TXN_6055570,tea,3.0,1.5,4.5,cash,unknown,2023-02-06
5358,TXN_1231531,coffee,5.0,2.0,10.0,digital wallet,in-store,2023-07-24
5359,TXN_8843108,juice,5.0,3.0,15.0,unknown,unknown,2023-07-18
5360,TXN_4643305,cookie,4.0,1.0,4.0,unknown,takeaway,2023-04-12
5361,TXN_8754977,sandwich,3.0,4.0,12.0,digital wallet,in-store,2023-10-24
5362,TXN_2052060,sandwich,3.0,4.0,12.0,cash,takeaway,2023-11-07
5363,TXN_1275124,coffee,3.0,2.0,6.0,unknown,unknown,2023-06-21
5364,TXN_3534536,coffee,1.0,2.0,2.0,credit card,unknown,2023-02-02
5365,TXN_1779679,coffee,5.0,2.0,10.0,unknown,in-store,2023-01-06
5366,TXN_4583908,sandwich,1.0,4.0,4.0,digital wallet,unknown,2023-06-04
5367,TXN_6379692,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-11-05
5368,TXN_3999862,tea,4.0,1.5,6.0,unknown,in-store,2023-07-11
5369,TXN_7694326,coffee,5.0,2.0,10.0,unknown,unknown,2023-02-19
5370,TXN_1171080,sandwich,3.0,4.0,12.0,credit card,unknown,2023-07-29
5371,TXN_5658895,juice,2.0,3.0,6.0,cash,unknown,2023-09-21
5372,TXN_7704680,unknown,2.0,5.0,10.0,credit card,unknown,2023-08-06
5373,TXN_6395070,smoothie,4.0,4.0,16.0,credit card,unknown,2023-12-10
5374,TXN_9576454,juice,1.0,3.0,3.0,credit card,in-store,2023-09-23
5375,TXN_7907259,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-10-19
5376,TXN_4487345,sandwich,3.0,4.0,12.0,unknown,in-store,2023-05-10
5377,TXN_5929341,juice,2.0,3.0,6.0,unknown,takeaway,2023-05-12
5378,TXN_6021173,juice,5.0,3.0,15.0,cash,takeaway,2023-12-16
5379,TXN_6272473,coffee,4.0,2.0,8.0,cash,takeaway,2023-03-06
5380,TXN_5243032,cookie,1.0,1.0,1.0,cash,takeaway,2023-08-24
5381,TXN_5863411,cookie,3.0,1.0,3.0,digital wallet,in-store,2023-09-21
5382,TXN_4087571,cookie,2.0,1.0,2.0,unknown,unknown,2023-11-24
5383,TXN_7680197,cookie,5.0,1.0,5.0,cash,takeaway,2023-09-23
5384,TXN_8773639,coffee,3.0,2.0,6.0,digital wallet,takeaway,2023-02-20
5385,TXN_5960979,coffee,5.0,2.0,10.0,digital wallet,in-store,2023-05-03
5386,TXN_7894534,tea,3.0,1.5,4.5,credit card,in-store,2023-03-16
5387,TXN_4890770,coffee,4.0,2.0,8.0,unknown,takeaway,2023-10-12
5388,TXN_6079741,cookie,4.0,1.0,4.0,unknown,takeaway,2023-01-02
5389,TXN_4612930,juice,2.0,3.0,6.0,unknown,unknown,2023-08-13
5390,TXN_1124311,cookie,1.0,1.0,1.0,cash,unknown,2023-05-05
5391,TXN_6380636,coffee,5.0,2.0,10.0,unknown,unknown,2023-01-10
5392,TXN_5720183,cookie,5.0,1.0,5.0,credit card,takeaway,2023-05-30
5393,TXN_6382322,tea,3.0,1.5,4.5,digital wallet,in-store,2023-12-14
5394,TXN_8119542,unknown,2.0,1.0,2.0,digital wallet,unknown,2023-12-12
5395,TXN_1674042,coffee,5.0,2.0,10.0,digital wallet,unknown,2023-09-19
5396,TXN_8398809,tea,2.0,1.5,3.0,unknown,takeaway,2023-11-25
5397,TXN_7728415,tea,5.0,1.5,7.5,credit card,in-store,2023-12-28
5398,TXN_5285171,sandwich,5.0,4.0,20.0,cash,takeaway,2023-12-11
5399,TXN_2527007,smoothie,1.0,4.0,4.0,digital wallet,unknown,2023-10-22
5400,TXN_8331542,salad,4.0,5.0,20.0,unknown,in-store,2023-12-23
5401,TXN_2999220,smoothie,4.0,4.0,16.0,digital wallet,takeaway,2023-02-23
5402,TXN_5108188,cake,2.0,3.0,6.0,unknown,unknown,2023-08-25
5403,TXN_6680963,sandwich,2.0,4.0,8.0,credit card,takeaway,2023-08-01
5404,TXN_2308317,coffee,2.0,2.0,4.0,digital wallet,takeaway,2023-11-13
5405,TXN_8811902,tea,5.0,1.5,7.5,credit card,unknown,2023-08-07
5406,TXN_7349134,unknown,1.0,4.0,4.0,credit card,in-store,2023-05-28
5407,TXN_1467546,cookie,3.0,1.0,3.0,unknown,takeaway,2023-07-20
5408,TXN_2276722,salad,2.0,5.0,10.0,cash,takeaway,2023-12-21
5409,TXN_2519044,salad,5.0,5.0,25.0,digital wallet,takeaway,2023-05-20
5410,TXN_2851147,salad,2.0,5.0,10.0,digital wallet,in-store,2023-06-24
5411,TXN_3349404,coffee,3.0,2.0,6.0,digital wallet,unknown,2023-01-31
5412,TXN_7939011,juice,5.0,3.0,15.0,unknown,in-store,2023-04-07
5413,TXN_3877580,salad,2.0,5.0,10.0,digital wallet,unknown,2023-05-30
5414,TXN_5220523,juice,3.0,3.0,9.0,cash,takeaway,2023-01-30
5415,TXN_5934526,coffee,5.0,2.0,10.0,credit card,in-store,2023-05-27
5416,TXN_8935939,tea,3.0,1.5,4.5,digital wallet,takeaway,2023-03-27
5417,TXN_3586935,salad,5.0,5.0,25.0,cash,unknown,2023-05-21
5418,TXN_1781777,salad,3.0,5.0,15.0,credit card,takeaway,2023-10-26
5420,TXN_1707251,sandwich,2.0,4.0,8.0,digital wallet,takeaway,2023-10-06
5421,TXN_4493878,coffee,5.0,2.0,10.0,credit card,in-store,2023-03-11
5422,TXN_2446874,juice,4.0,3.0,12.0,credit card,unknown,2023-07-22
5423,TXN_5747859,cake,1.0,3.0,3.0,credit card,takeaway,2023-03-13
5424,TXN_8172333,cookie,4.0,1.0,4.0,credit card,unknown,2023-12-25
5425,TXN_8600523,tea,3.0,1.5,4.5,unknown,unknown,2023-12-29
5426,TXN_7471753,smoothie,5.0,4.0,20.0,cash,in-store,2023-03-13
5427,TXN_3884527,sandwich,1.0,4.0,4.0,digital wallet,in-store,2023-06-06
5428,TXN_9072517,smoothie,2.0,4.0,8.0,credit card,takeaway,2023-01-09
5429,TXN_4378200,tea,5.0,1.5,7.5,credit card,in-store,2023-09-04
5430,TXN_3918998,coffee,5.0,2.0,10.0,digital wallet,takeaway,2023-12-18
5431,TXN_7674694,tea,2.0,1.5,3.0,unknown,unknown,2023-03-30
5432,TXN_3875049,tea,2.0,1.5,3.0,digital wallet,takeaway,2023-09-15
5433,TXN_5400266,tea,3.0,1.5,4.5,digital wallet,takeaway,2023-06-14
5434,TXN_2402978,cookie,3.0,1.0,3.0,credit card,in-store,2023-01-21
5435,TXN_6188306,salad,1.0,5.0,5.0,unknown,takeaway,2023-10-26
5436,TXN_1148874,cookie,1.0,1.0,1.0,credit card,in-store,2023-09-18
5437,TXN_1888708,sandwich,4.0,4.0,16.0,cash,unknown,2023-08-17
5438,TXN_8842592,cookie,5.0,1.0,5.0,unknown,unknown,2023-07-10
5439,TXN_2761204,cake,3.0,3.0,9.0,cash,unknown,2023-07-14
5440,TXN_9038745,smoothie,3.0,4.0,12.0,unknown,takeaway,2023-06-25
5441,TXN_1374424,sandwich,5.0,4.0,20.0,unknown,unknown,2023-04-24
5442,TXN_7205840,salad,3.0,5.0,15.0,unknown,unknown,2023-03-05
5443,TXN_7714378,smoothie,2.0,4.0,8.0,cash,unknown,2023-08-10
5444,TXN_7732813,tea,2.0,1.5,3.0,credit card,takeaway,2023-07-16
5445,TXN_6718205,smoothie,2.0,4.0,8.0,digital wallet,takeaway,2023-06-30
5447,TXN_6899576,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-10-26
5448,TXN_2761003,smoothie,2.0,4.0,8.0,unknown,in-store,2023-11-08
5449,TXN_6929413,tea,1.0,1.5,1.5,digital wallet,unknown,2023-10-13
5450,TXN_2350703,unknown,4.0,3.0,12.0,cash,in-store,2023-08-20
5451,TXN_1948437,smoothie,2.0,4.0,8.0,unknown,takeaway,2023-11-03
5452,TXN_5901887,smoothie,4.0,4.0,16.0,unknown,takeaway,2023-08-31
5453,TXN_1072232,sandwich,1.0,4.0,4.0,digital wallet,in-store,2023-01-07
5454,TXN_7469771,cake,5.0,3.0,15.0,unknown,unknown,2023-12-09
5455,TXN_7139053,salad,4.0,5.0,20.0,digital wallet,takeaway,2023-09-12
5456,TXN_6028915,sandwich,5.0,4.0,20.0,cash,in-store,2023-12-24
5457,TXN_3622194,cake,1.0,3.0,3.0,digital wallet,unknown,2023-06-26
5458,TXN_6431215,cake,1.0,3.0,3.0,unknown,unknown,2023-08-27
5459,TXN_4385240,cookie,4.0,1.0,4.0,cash,takeaway,2023-02-10
5460,TXN_3840523,unknown,2.0,4.0,8.0,credit card,unknown,2023-12-27
5461,TXN_5697778,cake,3.0,3.0,9.0,cash,unknown,2023-03-08
